iso3,female,year,median,score
KWT,1,2000,306.4562345451183,0
KWT,1,2005,169.7164721812398,0
KWT,1,2010,277.06827930522996,0
KWT,1,2015,492.5614663649391,1
KWT,1,2018,481.2333612524207,1
LBN,1,1990,403.8454382002696,1
LBN,1,1995,433.7579678801548,1
LBN,1,2000,422.2695825438579,1
LBN,1,2005,509.945127886297,1
LBN,1,2010,447.8812768531783,1
LBN,1,2015,406.3879083022771,1
LBN,1,2018,422.3012000086736,1
LBR,1,1990,175.55055863625498,0
LBR,1,1995,152.18491616362664,0
LBR,1,2000,159.72722304942113,0
LBR,1,2005,170.730680954356,0
LBR,1,2010,161.7564772516328,0
LBR,1,2015,156.86670500001452,0
LBR,1,2018,156.28682959706512,0
MAR,1,1990,244.6247985454092,0
MAR,1,1995,202.3930160209866,0
MAR,1,2000,235.5100378730191,0
MAR,1,2005,280.3607531836188,0
MAR,1,2010,289.5951848339587,0
MAR,1,2015,298.8530630841922,0
MAR,1,2018,277.85176186507294,0
OMN,1,1990,196.9182150277389,0
OMN,1,1995,164.47391645186718,0
OMN,1,2000,206.3542526566678,0
OMN,1,2005,257.737990599809,0
OMN,1,2010,245.92917487361942,0
OMN,1,2015,263.1033621503659,0
OMN,1,2018,262.8741297871374,0
PAK,1,1990,114.4330801690861,0
PAK,1,1995,121.6361479949621,0
PAK,1,2000,136.4111023015192,0
PAK,1,2005,141.05367410901903,0
PAK,1,2010,159.7061480757606,0
PAK,1,2015,162.294191193083,0
PAK,1,2018,158.6946363486394,0
PSE,1,1990,204.46835439480537,0
PSE,1,1995,211.293137451412,0
PSE,1,2000,220.0292791768881,0
PSE,1,2005,243.9262332907082,0
PSE,1,2010,251.022463118082,0
PSE,1,2015,256.7743210079323,0
PSE,1,2018,259.086224613938,0
QAT,1,1990,209.0275446958134,0
QAT,1,1995,225.4132233558891,0
QAT,1,2000,233.3382181477962,0
QAT,1,2005,256.0114118669749,0
QAT,1,2010,253.4333370027519,0
QAT,1,2015,254.37322426468768,0
QAT,1,2018,255.9566414172009,0
SAU,1,1990,247.8086680875145,0
SAU,1,1995,289.0772041740035,0
SAU,1,2000,230.44535956578198,0
SAU,1,2005,236.6780290806391,0
SAU,1,2010,201.48751856958188,0
SAU,1,2015,264.71314207102324,0
SAU,1,2018,286.44065064571527,0
SDN,1,1990,193.8716913284957,0
SDN,1,1995,193.18212426922858,0
SDN,1,2000,211.2398891457928,0
