iso3,female,year,median,score
SYR,0,2000,11.7546319899715,0
SYR,0,2005,13.0963812502881,0
SYR,0,2010,14.1000009403668,0
SYR,0,2015,13.2846758051927,0
SYR,0,2018,11.9517252974965,0
SYR,0,2020,11.9420457768387,0
TUN,0,1990,7.12244454850261,0
TUN,0,1995,7.49822228759604,0
TUN,0,2000,7.09787985421828,0
TUN,0,2005,11.8485274336747,0
TUN,0,2010,12.5960236388102,0
TUN,0,2015,12.6173886483224,0
TUN,0,2018,12.8896896182555,0
TUN,0,2020,12.7880526115944,0
YEM,0,1990,5.38835967393669,0
YEM,0,1995,3.80138452340777,0
YEM,0,2000,7.57573703468554,0
YEM,0,2005,9.93449076875099,0
YEM,0,2010,14.1172864360427,0
YEM,0,2015,9.37032520148523,0
YEM,0,2018,9.40063623640017,0
YEM,0,2020,9.62524276268989,0
