iso3,female,year,median,score
SYR,1,2000,11.9435503918369,0
SYR,1,2005,13.355351182601,0
SYR,1,2010,14.3222941174108,0
SYR,1,2015,13.4244064068057,0
SYR,1,2018,12.1740470083937,0
SYR,1,2020,12.1484529487062,0
TUN,1,1990,7.28366456850398,0
TUN,1,1995,7.65128416788527,0
TUN,1,2000,7.28705647758956,0
TUN,1,2005,11.958380171223,0
TUN,1,2010,12.6742982452914,0
TUN,1,2015,12.6466504407744,0
TUN,1,2018,12.9371586140137,0
TUN,1,2020,12.765047590852,0
YEM,1,1990,5.4754218900334,0
YEM,1,1995,3.94676962507372,0
YEM,1,2000,7.73598992265438,0
YEM,1,2005,10.1304473779298,0
YEM,1,2010,14.3245760189958,0
YEM,1,2015,9.63378855995439,0
YEM,1,2018,9.6998793016005,0
YEM,1,2020,9.91055870943406,0
