index,iso3,year,median,emissions,income_group
0,AFG,1990,3.50857173415838,2.280571627202947,Low income
1,AFG,1995,4.04879949795765,2.631719673672473,Low income
2,AFG,2000,4.58983121952962,2.9833902926942524,Low income
3,AFG,2005,5.0673671602017,3.293788654131105,Low income
4,AFG,2010,5.4705373464573,3.5558492751972453,Low income
5,AFG,2015,3.57678455657255,2.3249099617721574,Low income
6,AFG,2018,3.73550998019172,2.428081487124618,Low income
7,ARE,1990,21.0084600378755,13.655499024619075,High income
8,ARE,1995,22.7524815490323,14.789113006870997,High income
9,ARE,2000,24.3891604320584,15.85295428083796,High income
10,ARE,2005,28.84110385326,18.746717504619,High income
11,ARE,2010,27.9732496913288,18.18261229936372,High income
12,ARE,2015,22.2605075066851,14.469329879345317,High income
13,ARE,2018,23.7308689384243,15.425064809975796,High income
14,BHR,1990,25.1719773660304,16.361785287919762,High income
15,BHR,1995,25.2499162713442,16.41244557637373,High income
16,BHR,2000,25.5237386929781,16.590430150435765,High income
17,BHR,2005,25.6423554809269,16.66753106260248,High income
18,BHR,2010,25.4473140166832,16.54075411084408,High income
19,BHR,2015,24.2985687120144,15.794069662809362,High income
20,BHR,2018,24.3930448861351,15.855479175987815,High income
21,DJI,1990,28.4101526380159,18.46659921471033,Lower middle income
22,DJI,1995,29.6281964278146,19.258327678079493,Lower middle income
23,DJI,2000,30.2358867216254,19.653326369056508,Lower middle income
24,DJI,2005,27.4733415561399,17.857672011490934,Lower middle income
25,DJI,2010,29.063704743068,18.8914080829942,Lower middle income
26,DJI,2015,19.5476420264283,12.705967317178397,Lower middle income
27,DJI,2018,21.3481547461275,13.876300584982872,Lower middle income
28,EGY,1990,19.4097548494134,12.616340652118708,Lower middle income
29,EGY,1995,19.1486194381555,12.446602634801074,Lower middle income
30,EGY,2000,19.4131009589064,12.61851562328916,Lower middle income
31,EGY,2005,19.4293648688994,12.62908716478461,Lower middle income
32,EGY,2010,19.5531657162409,12.709557715556585,Lower middle income
33,EGY,2015,17.374529413816,11.2934441189804,Lower middle income
34,EGY,2018,17.613856226124,11.449006546980598,Lower middle income
35,IRN,1990,4.66324285298089,3.0311078544375785,Upper middle income
36,IRN,1995,4.7324332593031,3.0760816185470152,Upper middle income
37,IRN,2000,4.87438950295169,3.168353176918598,Upper middle income
38,IRN,2005,4.8581496067506,3.1577972443878903,Upper middle income
39,IRN,2010,5.16085750389689,3.3545573775329784,Upper middle income
40,IRN,2015,4.68871801495328,3.0476667097196324,Upper middle income
41,IRN,2018,4.71322225889367,3.0635944682808853,Upper middle income
42,IRQ,1990,25.0097636640601,16.256346381639066,Upper middle income
43,IRQ,1995,25.7819110621762,16.758242190414528,Upper middle income
44,IRQ,2000,28.2947209756574,18.391568634177307,Upper middle income
45,IRQ,2005,32.3790997359311,21.046414828355218,Upper middle income
46,IRQ,2010,29.1026556495693,18.916726172220045,Upper middle income
47,IRQ,2015,26.1879449616657,17.022164225082705,Upper middle income
48,IRQ,2018,25.6966956906827,16.702852198943752,Upper middle income
49,JOR,1990,32.325835709192,21.0117932109748,Lower middle income
50,JOR,1995,33.7193066591892,21.91754932847298,Lower middle income
51,JOR,2000,36.8547009086468,23.95555559062042,Lower middle income
52,JOR,2005,36.9811148370866,24.03772464410629,Lower middle income
53,JOR,2010,38.2340968233279,24.852162935163136,Lower middle income
54,JOR,2015,34.4005373079502,22.36034925016763,Lower middle income
55,JOR,2018,35.4493982596638,23.042108868781472,Lower middle income
56,KWT,1990,29.6398681723557,19.265914312031207,High income
57,KWT,1995,24.3812170202583,15.847791063167897,High income
58,KWT,2000,24.5167668968295,15.935898482939177,High income
59,KWT,2005,28.1632126524059,18.306088224063835,High income
60,KWT,2010,27.6673314412124,17.983765436788058,High income
61,KWT,2015,24.6089962322516,15.99584755096354,High income
62,KWT,2018,26.2660470850545,17.072930605285425,High income
63,LBN,1990,12.7876463286029,8.311970113591885,Lower middle income
64,LBN,1995,13.61025713492,8.846667137697999,Lower middle income
65,LBN,2000,15.198835959235,9.87924337350275,Lower middle income
66,LBN,2005,16.3679593866932,10.63917360135058,Lower middle income
67,LBN,2010,19.1564547280641,12.451695573241668,Lower middle income
68,LBN,2015,16.2616759643537,10.570089376829904,Lower middle income
69,LBN,2018,16.6955444740552,10.85210390813588,Lower middle income
70,LBR,1990,16.4819318363324,10.71325569361606,Low income
71,LBR,1995,14.992657158119,9.74522715277735,Low income
72,LBR,2000,15.9563081062955,10.371600269092074,Low income
73,LBR,2005,17.2344211054986,11.202373718574092,Low income
74,LBR,2010,18.6173362286429,12.101268548617885,Low income
75,LBR,2015,16.771128351093,10.901233428210451,Low income
76,LBR,2018,17.030972381563,11.070132048015951,Low income
77,MAR,1990,24.149187172154,15.6969716619001,Lower middle income
78,MAR,1995,25.2833623032972,16.43418549714318,Lower middle income
79,MAR,2000,24.1582574434877,15.702867338267003,Lower middle income
80,MAR,2005,24.6296888588719,16.009297758266737,Lower middle income
81,MAR,2010,23.8282983886206,15.488393952603388,Lower middle income
82,MAR,2015,22.4724180819201,14.607071753248064,Lower middle income
83,MAR,2018,21.8447961375992,14.19911748943948,Lower middle income
84,OMN,1990,21.3146696811329,13.854535292736388,High income
85,OMN,1995,21.7148002538699,14.114620165015436,High income
86,OMN,2000,21.4428971723344,13.937883162017362,High income
87,OMN,2005,20.753309571506,13.4896512214789,High income
88,OMN,2010,19.3796561964965,12.596776527722726,High income
89,OMN,2015,18.8167211733514,12.23086876267841,High income
90,OMN,2018,18.7990052711924,12.21935342627506,High income
91,PAK,1990,2.12576961520677,1.3817502498844003,Lower middle income
92,PAK,1995,2.2071804489058,1.4346672917887695,Lower middle income
93,PAK,2000,2.47507651767071,1.6087997364859614,Lower middle income
94,PAK,2005,2.77260444128938,1.8021928868380968,Lower middle income
95,PAK,2010,2.86745556427533,1.8638461167789648,Lower middle income
96,PAK,2015,2.24051782548135,1.4563365865628777,Lower middle income
97,PAK,2018,2.18191178515884,1.418242660353246,Lower middle income
98,PSE,1990,22.460228183562,14.5991483193153,Lower middle income
99,PSE,1995,22.6449070185544,14.71918956206036,Lower middle income
100,PSE,2000,23.3932556813376,15.20561619286944,Lower middle income
101,PSE,2005,24.2304242209521,15.749775743618864,Lower middle income
102,PSE,2010,24.7797951502821,16.106866847683367,Lower middle income
103,PSE,2015,22.4659343541903,14.602857330223694,Lower middle income
104,PSE,2018,22.6572262964606,14.727197092699388,Lower middle income
105,QAT,1990,24.2470050849091,15.760553305190916,High income
106,QAT,1995,24.6151484955211,15.999846522088715,High income
107,QAT,2000,24.7514308236171,16.088430035351113,High income
108,QAT,2005,25.4230301787597,16.524969616193804,High income
