female,year,median,score
1,1990,1.069617941494633,1
1,1995,1.058698603415959,1
1,2000,1.0413002737230224,1
1,2005,1.018815183402298,1
1,2010,1.0109384446126781,1
1,2015,1.018914730219975,1
1,2018,1.021561330668509,1
