female,year,median,score
999,1990,1.092991601656884,1
999,1995,1.0819430802659264,1
999,2000,1.0639230075761579,1
999,2005,1.041318635469015,1
999,2010,1.032299380828073,1
999,2015,1.0417184661336463,1
999,2018,1.0450628599267748,1
