index,year,median,emissions
827,1990,17.719437,11.517634049999998
1655,1995,17.767639,11.54896535
2483,2000,17.65716,11.477154
3311,2005,17.648258,11.4713677
4139,2010,17.60314,11.442041
4967,2015,15.875271,10.31892615
5795,2018,15.69972,10.204818
