index,year,median,emissions
803,1990,107.15408,54.658224667199995
1631,1995,116.02088,59.181090679200004
2459,2000,138.12437,70.4558598933
3287,2005,150.93376,76.9898016384
4115,2010,164.772,84.04854947999999
4943,2015,171.10114,87.27698050259998
5771,2018,174.30844,88.91299215959998
