index,year,median,emissions
815,1990,2.9016933,5.3777952436889995
1643,1995,3.3209524,6.1548207114919995
2471,2000,4.057766,7.52037946078
3299,2005,4.9303255,9.137520158915
4127,2010,6.8534312,12.701669645896
4955,2015,6.9658537,12.910025637820999
5783,2018,8.0528355,14.924561617215002
