index,year,median,emissions
0,1990,37.837299,650.1416224681411
1,1995,38.955376,669.3530464871841
2,2000,40.019901,687.644310106659
3,2005,42.871174,736.6364766542662
4,2010,49.378967,848.4570138365531
5,2015,50.272209,863.805197202831
6,2018,51.491283,884.7520081331971
7,2020,50.807007,872.994395390913
