index,year,median,emissions
803,1990,67.775322,78.95486136390001
1631,1995,72.486015,84.44258317425
2459,2000,76.670242,89.31699841790001
3287,2005,82.328438,95.90851384810001
4115,2010,90.129593,104.99646936535
4943,2015,84.006554,97.8634350823
5771,2018,85.873909,100.03881028955
