index,year,median,emissions
815,1990,14.078984,192.8820808
1643,1995,13.9744,191.44928
2471,2000,14.305468,195.9849116
3299,2005,15.179067,207.9532179
4127,2010,15.928302,218.21773740000003
4955,2015,15.957905,218.62329850000003
5783,2018,16.352524,224.0295788
