index,year,median,emissions
827,1990,2.8868775,5.350336677075
1655,1995,3.3013783,6.118543444739
2483,2000,4.0390821,7.485752028393
3311,2005,4.9033971,9.087612947342999
4139,2010,6.8509679,12.697104338106998
4967,2015,6.9769216,12.930538108928
5795,2018,8.040616,14.90191485128
