index,year,median,emissions
827,1990,25.098932,19.246312838376
1655,1995,25.970915,19.91496509847
2483,2000,26.27334,20.146870032120002
3311,2005,26.383993,20.231720744274
4139,2010,27.216255,20.86991422659
4967,2015,26.328943,20.189507413374
5795,2018,26.086248,20.003404518864002
