index,year,median,emissions
815,1990,80.084312,31.232881679999995
1643,1995,82.954231,32.352150089999995
2471,2000,86.677216,33.804114240000004
3299,2005,89.882782,35.054284980000006
4127,2010,90.03096,35.1120744
4955,2015,86.106804,33.58165356
5783,2018,86.51432,33.74058479999999
