index,year,median,emissions
827,1990,289.46365,570.0986586749999
1655,1995,280.65402,552.74809239
2483,2000,288.75607,568.705079865
3311,2005,291.25989,573.636353355
4139,2010,296.43817,583.834975815
4967,2015,294.59888,580.21249416
5795,2018,292.56033,576.197569935
