index,year,median,emissions
803,1990,32.751266,15.327592488
1631,1995,32.496902,15.208550136000001
2459,2000,30.721876,14.377837968000001
3287,2005,29.840382,13.965298776000001
4115,2010,28.916218,13.532790024
4943,2015,26.721615,12.50571582
5771,2018,26.377337,12.344593716
