index,year,median,emissions
827,1990,8.595623,77.4599852953145
1655,1995,8.3102741,74.88854613400716
2483,2000,8.3450098,75.20156903080269
3311,2005,8.8339119,79.60734037243185
4139,2010,9.0028629,81.12985269941835
4967,2015,8.4996128,76.59478347338718
5795,2018,8.3982649,75.68148063964134
