index,year,median,emissions
815,1990,72.118607,84.01457122465
1643,1995,77.138031,89.86194921345
2471,2000,81.417549,94.84737370754999
3299,2005,87.423035,101.84346462325
4127,2010,95.243553,110.95397706735001
4955,2015,88.742706,103.3808153547
5783,2018,90.744598,105.7129194401
