index,year,median,emissions
815,1990,24.012171,86.89740551019
1643,1995,24.05014,87.03481114459998
2471,2000,24.252823,87.76829862647
3299,2005,24.861406,89.97069355933999
4127,2010,25.013279,90.52030524031
4955,2015,22.174141,80.24577712348999
5783,2018,21.91021,79.2906398669
