index,year,median,emissions
827,1990,42.070984,28.576715882000006
1655,1995,43.44767,29.5118298475
2483,2000,43.706444,29.687602087
3311,2005,45.802109,31.11108253825
4139,2010,48.529686,32.9637892155
4967,2015,47.794235,32.464234123749996
5795,2018,48.889793,33.20839189525
