index,year,median,emissions
827,1990,12.56324,39.0086089352
1655,1995,14.695969,45.63068982562
2483,2000,16.743795,51.9891485991
3311,2005,17.991831,55.86427541838
4139,2010,20.054089,62.26754526322
4967,2015,20.2805,62.97054689
5795,2018,20.965443,65.09728120614
