index,year,median,emissions
4504,1990,37.616142,646.3415792673782
4505,1995,38.474655,661.093029542145
4506,2000,39.417549,677.2943613278911
4507,2005,42.359104,727.8378036671361
4508,2010,48.934803,840.825139700877
4509,2015,49.843689,856.442127020151
4510,2018,51.018414,876.626908641426
4511,2020,50.358147,865.2818319581731
