index,year,median,emissions
803,1990,2.866827,5.3131764839099995
1631,1995,3.2787457,6.076597768180999
2459,2000,4.0203795,7.451089938735
3287,2005,4.8686686,9.023249576438001
4115,2010,6.8422465,12.680940705844998
4943,2015,6.9942384,12.962631853871999
5771,2018,8.037858,14.89680336714
