index,year,median,emissions
803,1990,67.915955,26.48722245
1631,1995,70.523109,27.50401251
2459,2000,73.972145,28.84913655
3287,2005,76.831894,29.964438660000006
4115,2010,77.458946,30.20898894
4943,2015,74.156265,28.920943349999998
5771,2018,74.56414,29.080014600000002
