index,year,median,emissions
827,1990,21.676453,78.44469899717
1655,1995,21.727598,78.62978712622
2483,2000,21.950716,79.43722662523999
3311,2005,22.575714,81.69902563746
4139,2010,22.788971,82.47077926219
4967,2015,20.21129,73.14243526810002
5795,2018,19.993135,72.35295632015
