index,year,median,emissions
803,1990,16.899227,10.98449755
1631,1995,16.941893,11.01223045
2459,2000,16.85042,10.952773
3287,2005,16.848293,10.95139045
4115,2010,16.812862,10.928360299999998
4943,2015,15.162643,9.85571795
5771,2018,15.005669,9.753684849999999
