index,year,median,emissions
803,1990,42.111038,28.603922561500003
1631,1995,43.575867,29.598907659750004
2459,2000,43.856571,29.78957585175
3287,2005,46.034481,31.26892121925
4115,2010,48.769474,33.1266652145
4943,2015,48.074139,32.65435891575
5771,2018,49.224751,33.435912116749996
