index,year,median,emissions
803,1990,298.62463,588.141208785
1631,1995,289.1821,569.54414595
2459,2000,297.33432,585.59994324
3287,2005,299.24966,589.3722053700001
4115,2010,305.14688,600.98678016
4943,2015,302.60254,595.9757025299999
5771,2018,300.22537,591.293866215
