index,year,median,emissions
815,1990,41.981503,28.51593591275
1643,1995,43.312088,29.419735774000003
2471,2000,43.51189,29.5554512825
3299,2005,45.55386,30.942459405
4127,2010,48.262791,32.78250078675
4955,2015,47.542912,32.293522976
5783,2018,48.560432,32.984673436
