index,year,median,emissions
815,1990,279.98819,551.436740205
1643,1995,271.8093,535.3284163500001
2471,2000,280.09866,551.65431087
3299,2005,282.38446,556.15619397
4127,2010,287.63712,566.50130784
4955,2015,286.67267,564.6018235649999
5783,2018,284.72888,560.7735291600001
