index,year,median,emissions
827,1990,20.500124,58.44236850291999
1655,1995,22.042818,62.840326838939994
2483,2000,23.408976,66.73501105007999
3311,2005,25.656742,73.14300979586
4139,2010,28.502771,81.25655464993
4967,2015,28.281727,80.62639578340999
5795,2018,28.388988,80.93217866004
