index,year,median,emissions
803,1990,19.403582,70.21942886398
1631,1995,19.483356,70.50812219484
2459,2000,19.731852,71.40740188428
3287,2005,20.296041,73.44913981448998
4115,2010,20.547728,74.35996738191999
4943,2015,18.234015,65.98689454334999
5771,2018,18.075432,65.41300011048
