index,year,median,emissions
827,1990,14.909018,204.2535466
1655,1995,14.811054,202.9114398
2483,2000,15.196136,208.18706319999998
3311,2005,16.100962,220.5831794
4139,2010,16.847332,230.80844840000003
4967,2015,16.901436,231.54967319999997
5795,2018,17.300306,237.01419219999997
