index,year,median,emissions
827,1990,69.931892,81.46715758540002
1655,1995,74.804466,87.1434626667
2483,2000,79.032455,92.06885845225001
3311,2005,84.847786,98.8434283007
4139,2010,92.618881,107.89636542095
4967,2015,86.351517,100.59519972915001
5795,2018,88.272163,102.83265628685001
