index,year,median,emissions
803,1990,40.064377,6.066547965339999
1631,1995,40.31567,6.104598751399999
2459,2000,44.53624,6.743677460799999
3287,2005,44.764664,6.77826542288
4115,2010,46.822662,7.08988748004
4943,2015,49.229847,7.454383432739999
5771,2018,48.254612,7.30671334904
