index,year,median,emissions
815,1990,21.292933,60.70253218439
1643,1995,22.82354,65.06603253819999
2471,2000,24.247681,69.12601642522999
3299,2005,26.607719,75.85408355677
4127,2010,29.531687,84.18981925021001
4955,2015,29.265602,83.43125614966
5783,2018,29.38073,83.7594665059
