index,year,median,emissions
827,1990,39.272861,5.946696612619999
1655,1995,39.53447,5.9863094474
2483,2000,43.671318,6.612710971559999
3311,2005,43.958443,6.656187439059999
4139,2010,45.983368,6.962801582559999
4967,2015,48.212025,7.300264825499999
5795,2018,47.24474,7.1537985308
