index,year,median,emissions
827,1990,112.61567,57.444127110299995
1655,1995,121.60713,62.030580941699995
2483,2000,144.66031,73.7897775279
3311,2005,158.00319,80.59584718709999
4139,2010,172.23758,87.8566671822
4967,2015,178.66119,91.13328640709999
5795,2018,181.9352,92.803326168
