index,iso3,year,median,emissions
803,AFG,1990,84.9457065055318,65.13789677115889
1631,AFG,1995,73.2376677416467,56.159961902314045
2459,AFG,2000,43.3713111503023,33.2579020736525
3287,AFG,2005,61.7727396333406,47.368448660158975
4115,AFG,2010,107.25856290779,82.24779669182571
4943,AFG,2015,108.568064908567,83.25194639705752
5771,AFG,2018,105.785594893862,81.11829830532146
18191,ARE,1990,13.5764599094163,10.410673834818787
19019,ARE,1995,24.5907678821403,18.856643445847062
19847,ARE,2000,15.3277281858879,11.753577872046186
20675,ARE,2005,29.8438431712868,22.8847961329198
21503,ARE,2010,36.6696266153905,28.11892974196051
22331,ARE,2015,45.3184146984655,34.75097612224792
23159,ARE,2018,40.7163439718196,31.22202545178276
93539,BHR,1990,33.6923828226162,25.835925611272913
94367,BHR,1995,33.0915901709296,25.375226991691893
95195,BHR,2000,33.2788252154197,25.518802194037704
96023,BHR,2005,36.2583504712239,27.80355579164297
96851,BHR,2010,38.8698666405792,29.80611339759566
97679,BHR,2015,39.3740360855795,30.192719603071897
98507,BHR,2018,39.1172049171868,29.995776840187343
255827,DJI,1990,67.6032145849393,51.83936180159398
256655,DJI,1995,44.4347134541944,34.073338101518445
257483,DJI,2000,50.5261374410213,38.744351660249066
258311,DJI,2005,40.3299816111914,30.925755839130563
259139,DJI,2010,226.067753370115,173.35282250376486
259967,DJI,2015,199.070883968549,152.6511371029948
260795,DJI,2018,197.064861393137,151.11288288376252
290603,EGY,1990,15.8343689894681,12.142079159765949
291431,EGY,1995,18.8024473159415,14.418055045915628
292259,EGY,2000,19.9170776825446,15.272773674373486
293087,EGY,2005,26.1902475398647,20.08315323802397
293915,EGY,2010,20.6535055537174,15.83747982169047
294743,EGY,2015,9.15083683947425,7.017026403571965
295571,EGY,2018,8.71761692255397,6.68482557331899
452891,IRN,1990,13.1640142609703,10.094403087568722
453719,IRN,1995,14.4404577284143,11.073202914387196
454547,IRN,2000,15.1320961621388,11.60356371485895
455375,IRN,2005,15.2217999285901,11.672350177641603
456203,IRN,2010,15.5719311745434,11.94083711940102
457031,IRN,2015,15.3611154316014,11.779179813029723
457859,IRN,2018,15.2646887054093,11.705238063704549
458687,IRQ,1990,48.2175650854543,36.97409682369789
459515,IRQ,1995,26.9228389157769,20.64491749171821
460343,IRQ,2000,36.4796737771898,27.97327048647713
461171,IRQ,2005,40.485153574046,31.044744493342805
461999,IRQ,2010,27.386670282413,21.000591732619373
462827,IRQ,2015,24.5992855141171,18.863174919364244
463655,IRQ,2018,36.3164077141434,27.84807513054401
487667,JOR,1990,26.1491951399434,20.05167351882112
488495,JOR,1995,22.0188543727183,16.8844538723791
489323,JOR,2000,25.554002211851,19.595268868087157
490151,JOR,2005,29.7824890832496,22.837748713839293
490979,JOR,2010,26.2627927949477,20.138782245436207
491807,JOR,2015,28.6498222863905,21.96919942600539
492635,JOR,2018,26.5033439983209,20.323241238104437
534035,KWT,1990,45.107835994957,34.589500581980936
534863,KWT,1995,38.529315529053,29.544972675357364
535691,KWT,2000,44.7525453489647,34.317057319402416
536519,KWT,2005,37.2217669488669,28.542320888196215
537347,KWT,2010,31.1090900427702,23.85501020841696
538175,KWT,2015,41.6371672896069,31.928129346681782
539003,KWT,2018,45.1971762166304,34.65800827208409
545627,LBN,1990,48.1053670625907,36.888061360201675
546455,LBN,1995,43.0839753911915,33.03756784152268
547283,LBN,2000,37.1070523101492,28.45435563836399
548111,LBN,2005,27.6644097648603,21.21356736707064
548939,LBN,2010,26.655784704716,20.440135515700916
549767,LBN,2015,30.5426319824003,23.420639971480234
550595,LBN,2018,29.3356224582165,22.49508334216466
551423,LBR,1990,16.5115917903459,12.661385793489462
552251,LBR,1995,19.3668125599204,14.850820473573043
553079,LBR,2000,19.4623124856321,14.924051535607434
553907,LBR,2005,15.7700318759066,12.092744303018948
554735,LBR,2010,12.116850774712,9.291419277363108
555563,LBR,2015,13.0819461529426,10.031471785107138
556391,LBR,2018,9.526852828199273,7.305362232014109
597791,MAR,1990,72.7934165946488,55.8193021262754
598619,MAR,1995,26.4350813383756,20.2708962017305
599447,MAR,2000,28.6633834892637,21.979598400470213
600275,MAR,2005,38.4149287320064,29.457258820419685
601103,MAR,2010,42.1982005889188,32.358339779193535
601931,MAR,2015,31.0264759329973,23.791660221989122
602759,MAR,2018,38.4939036559824,29.517818213673113
742691,OMN,1990,35.5958067819314,27.295505364907072
743519,OMN,1995,37.9151566724211,29.0740246092326
744347,OMN,2000,77.7667039481524,59.63290838811432
745175,OMN,2005,42.5349261545639,32.61654700399038
746003,OMN,2010,50.3505619715122,38.60971722987104
746831,OMN,2015,41.1507248933713,31.555116561285192
747659,OMN,2018,43.0560358195541,33.01614327507883
