index,iso3,year,median,emissions
815,AFG,1990,332.412985483836,654.6873749104151
1643,AFG,1995,348.945738866342,687.2486326972606
2471,AFG,2000,346.376342264658,682.1882060902439
3299,AFG,2005,350.290026767756,689.8962077190954
4127,AFG,2010,310.528224329193,611.5853378163456
4955,AFG,2015,212.42550624941,418.372034558213
5783,AFG,2018,210.358575800387,414.3012150388622
18203,ARE,1990,212.155097730172,417.83946497957373
19031,ARE,1995,277.194017379885,545.9336172296835
19859,ARE,2000,254.518960609746,501.27509292089474
20687,ARE,2005,327.426730951021,644.8669466080358
21515,ARE,2010,333.181224794335,656.2004222324427
22343,ARE,2015,321.422074408999,633.0407755485236
23171,ARE,2018,328.360750284599,646.7064976855178
93551,BHR,1990,372.231300078869,733.1095455053326
94379,BHR,1995,406.059984949063,799.7351403571795
95207,BHR,2000,432.606093832556,852.017701803219
96035,BHR,2005,440.286031265916,867.1433385782216
96863,BHR,2010,454.88248187191,895.8910480467267
97691,BHR,2015,464.008122685476,913.8639976290449
98519,BHR,2018,442.368167052218,871.2441050093433
255839,DJI,1990,222.450405754306,438.11607413310566
256667,DJI,1995,239.794156845413,472.2745919070409
257495,DJI,2000,234.428900986209,461.70772049233864
258323,DJI,2005,232.381075898299,457.6745289816999
259151,DJI,2010,244.18140519944,480.9152775402971
259979,DJI,2015,229.298829687697,451.60404506991927
260807,DJI,2018,233.952826697306,460.77009218034414
290615,EGY,1990,213.64719439864,420.77814936812155
291443,EGY,1995,221.204814892029,435.6628829298511
292271,EGY,2000,225.131434143227,443.3963595450856
293099,EGY,2005,223.621258591069,440.42206879511036
293927,EGY,2010,221.805379474647,436.84569487531724
294755,EGY,2015,218.099950371712,429.5478522570868
295583,EGY,2018,214.858843092923,423.16449147151184
452903,IRN,1990,436.290201669293,859.2735521876725
453731,IRN,1995,523.333021073707,1030.7043850046657
454559,IRN,2000,467.741669751098,921.2172185747875
455387,IRN,2005,467.426264220234,920.5960273817508
456215,IRN,2010,453.805750751029,893.7704261041515
457043,IRN,2015,444.449935735891,875.3441484318374
457871,IRN,2018,447.226822065037,880.8132260570903
458699,IRQ,1990,339.149789312119,667.9555100502184
