index,iso3,year,median,emissions
815,AFG,1990,78.1598157393825,30.482328138359172
1643,AFG,1995,61.4286787945584,23.957184729877774
2471,AFG,2000,54.7597523556196,21.356303418691642
3299,AFG,2005,50.1298410276121,19.55063800076872
4127,AFG,2010,62.1349632611632,24.23263567185365
4955,AFG,2015,84.7408577352552,33.04893451674953
5783,AFG,2018,67.0453246556686,26.14767661571075
18203,ARE,1990,127.42215656855,49.6946410617345
19031,ARE,1995,126.3349319881,49.270623475359
19859,ARE,2000,120.128216059424,46.850004263175364
20687,ARE,2005,89.7191787166591,34.99047969949705
21515,ARE,2010,96.1313495689441,37.4912263318882
22343,ARE,2015,129.636749836656,50.55833243629585
23171,ARE,2018,116.159582794822,45.30223728998058
93551,BHR,1990,103.326398733774,40.29729550617186
94379,BHR,1995,113.169326795736,44.136037450337035
95207,BHR,2000,112.167728150133,43.745413978551866
96035,BHR,2005,111.173856871238,43.35780417978282
96863,BHR,2010,115.828580430612,45.173146367938685
97691,BHR,2015,130.641322655105,50.95011583549095
98519,BHR,2018,126.843447764672,49.46894462822209
255839,DJI,1990,34.0221742908757,13.26864797344152
256667,DJI,1995,35.1107577843652,13.693195535902428
257495,DJI,2000,40.5993752827702,15.833756360280377
258323,DJI,2005,81.7858000849727,31.896462033139354
259151,DJI,2010,94.17030331337692,36.726418292217
259979,DJI,2015,217.499853859603,84.82494300524517
260807,DJI,2018,146.53189770192,57.14744010374879
290615,EGY,1990,90.7174809244078,35.37981756051904
291443,EGY,1995,93.72951116008612,36.554509352433584
292271,EGY,2000,96.82284963429352,37.760911357374475
293099,EGY,2005,99.494951842383,38.80303121852938
293927,EGY,2010,100.838375378569,39.32696639764191
294755,EGY,2015,94.6277387109329,36.90481809726383
295583,EGY,2018,94.3573739307985,36.79937583301142
452903,IRN,1990,157.701239203152,61.50348328922927
453731,IRN,1995,168.990255489671,65.90619964097169
454559,IRN,2000,180.192709488381,70.2751567004686
455387,IRN,2005,188.417889863463,73.48297704675058
456215,IRN,2010,193.232465512186,75.36066154975255
457043,IRN,2015,181.93601956914,70.95504763196459
457871,IRN,2018,181.79166774063,70.8987504188457
458699,IRQ,1990,108.163217179939,42.18365470017621
459527,IRQ,1995,108.768176063302,42.41958866468778
460355,IRQ,2000,112.10090096815,43.7193513775785
461183,IRQ,2005,114.854205838261,44.79314027692178
462011,IRQ,2010,116.451861235718,45.416225881930025
462839,IRQ,2015,112.271195995065,43.78576643807535
463667,IRQ,2018,110.783592677436,43.205601144200045
487679,JOR,1990,162.356422027947,63.31900459089932
488507,JOR,1995,171.593712147874,66.92154773767086
489335,JOR,2000,173.524949357856,67.67473024956384
490163,JOR,2005,177.322126374477,69.15562928604604
490991,JOR,2010,180.932454242325,70.56365715450676
491819,JOR,2015,177.638887962678,69.27916630544442
492647,JOR,2018,179.624771982324,70.05366107310637
534047,KWT,1990,54.0885384696536,21.094530003164905
534875,KWT,1995,56.4017547907533,21.996684368393787
535703,KWT,2000,56.5968839169596,22.072784727614245
536531,KWT,2005,56.5067219768415,22.037621570968184
537359,KWT,2010,57.855057201095,22.563472308427052
538187,KWT,2015,58.9221249450727,22.97962872857835
539015,KWT,2018,58.7195047206308,22.900606841046013
545639,LBN,1990,479.78003474749,187.1142135515211
546467,LBN,1995,466.436569520014,181.91026211280547
547295,LBN,2000,377.366113538844,147.17278428014916
548123,LBN,2005,307.850522364598,120.06170372219323
548951,LBN,2010,182.37590680512,71.1266036539968
549779,LBN,2015,250.251722852416,97.59817191244225
550607,LBN,2018,228.472658352381,89.10433675742858
551435,LBR,1990,55.0734483675735,21.478644863353665
552263,LBR,1995,67.8582200007327,26.464705800285753
553091,LBR,2000,62.1868010196564,24.252852397665997
553919,LBR,2005,58.6040224047584,22.85556873785578
554747,LBR,2010,55.2796805488977,21.559075414070104
555575,LBR,2015,50.5671163941054,19.721175393701106
556403,LBR,2018,48.871927296153,19.060051645499666
597803,MAR,1990,61.0044833152112,23.79174849293237
598631,MAR,1995,60.1737827654034,23.467775278507325
599459,MAR,2000,82.495060891582,32.17307374771698
600287,MAR,2005,83.7675070367248,32.66932774432267
601115,MAR,2010,99.9268824998906,38.97148417495733
601943,MAR,2015,98.2565982968016,38.320073335752625
602771,MAR,2018,107.877551196782,42.072244966744975
742703,OMN,1990,89.8602519215092,35.04549824938859
743531,OMN,1995,97.3214098364958,37.95534983623336
744359,OMN,2000,109.689838999195,42.77903720968605
745187,OMN,2005,122.684093136831,47.84679632336409
746015,OMN,2010,137.681535445758,53.695798823845614
746843,OMN,2015,127.046336285853,49.54807115148267
747671,OMN,2018,125.621769027126,48.992489920579146
748499,PAK,1990,33.0046152028111,12.87179992909633
749327,PAK,1995,34.126895973827,13.309489429792528
750155,PAK,2000,35.3611031236351,13.790830218217689
750983,PAK,2005,38.2904762568727,14.933285740180354
751811,PAK,2010,38.5377330871361,15.029715903983076
752639,PAK,2015,34.4434787638486,13.432956717900955
753467,PAK,2018,34.446149723505,13.43399839216695
794867,PSE,1990,89.8119955448741,35.026678262500894
795695,PSE,1995,96.9656225079848,37.81659277811408
796523,PSE,2000,97.98392859464488,38.2137321519115
797351,PSE,2005,99.20503762031828,38.68996467192413
798179,PSE,2010,104.711107591271,40.83733196059569
799007,PSE,2015,116.871417925651,45.57985299100389
799835,PSE,2018,113.371031585123,44.21470231819797
800663,QAT,1990,106.423805064847,41.50528397529033
801491,QAT,1995,117.991176456474,46.01655881802486
802319,QAT,2000,117.789817123193,45.93802867804527
803147,QAT,2005,118.615869992644,46.260189297131156
803975,QAT,2010,121.600542928854,47.42421174225306
804803,QAT,2015,131.509742883524,51.28879972457437
805631,QAT,2018,128.80165631312,50.2326459621168
823847,SAU,1990,87.2874734071085,34.04211462877231
824675,SAU,1995,92.6222052849795,36.12266006114201
825503,SAU,2000,94.0682413254252,36.686614116915834
826331,SAU,2005,107.548796851113,41.944030771934074
827159,SAU,2010,85.7234292097392,33.432137391798285
827987,SAU,2015,122.984182157975,47.963831041610256
828815,SAU,2018,155.081419560052,60.48175362842028
829643,SDN,1990,78.6910084570219,30.689493298238542
830471,SDN,1995,80.6689641718126,31.460896027006914
831299,SDN,2000,73.5398546793054,28.680543324929108
832127,SDN,2005,78.9879887785761,30.80531562364468
832955,SDN,2010,79.1744506891575,30.878035768771426
833783,SDN,2015,96.3827730293922,37.58928148146296
834611,SDN,2018,83.6446232310758,32.62140306011956
916583,SYR,1990,89.5431205771456,34.92181702508678
917411,SYR,1995,96.1317349330707,37.49137662389757
918239,SYR,2000,96.3215680827618,37.5654115522771
919067,SYR,2005,99.8260604293495,38.9321635674463
919895,SYR,2010,104.794236371313,40.86975218481207
920723,SYR,2015,111.786320433531,43.59666496907709
921551,SYR,2018,108.902994663075,42.47216791859925
968747,TUN,1990,63.7339145276322,24.85622666577656
969575,TUN,1995,66.6962466823709,26.01153620612465
970403,TUN,2000,70.107977933883,27.34211139421437
971231,TUN,2005,72.486194647558,28.269615912547618
972059,TUN,2010,74.1502001253099,28.918578048870863
972887,TUN,2015,70.3161200507778,27.42328681980334
973715,TUN,2018,70.2271320499146,27.388581499466692
1049891,YEM,1990,12.1068109359474,4.721656265019486
1050719,YEM,1995,11.6792087533389,4.554891413802171
1051547,YEM,2000,21.6438538978706,8.441103020169534
1052375,YEM,2005,32.3760173912653,12.626646782593467
1053203,YEM,2010,50.7329555816456,19.78585267684178
1054031,YEM,2015,47.5547098291962,18.54633683338652
1054859,YEM,2018,41.4267829924091,16.15644536703955
