year,median,score
1990,0.35024611857142857,0
1995,0.37336347071428566,0
2000,0.40297793214285715,0
2005,0.43432202142857146,0
2010,0.5130064264285714,0
2015,0.5092367885714286,0
2018,0.5441528771428572,0
