food_item,year,consumption,emission
Beans_and_legumes,1990,32.3253739863286,24.787678629448525
Beans_and_legumes,1995,30.0251187600133,23.02380151731588
Beans_and_legumes,2000,32.7450061765168,25.10946014626426
Beans_and_legumes,2005,34.1138711902405,26.15913047835784
Beans_and_legumes,2010,35.9198237039541,27.543967373018678
Beans_and_legumes,2015,31.2950662006911,23.997620073881546
Beans_and_legumes,2018,37.7613066971517,28.95604967889648
Cheese,1990,9.53692517414571,85.94258772771228
Cheese,1995,11.5978850075268,104.51505401525571
Cheese,2000,12.6438291096448,113.94064361705436
Cheese,2005,15.8873884772068,143.17017833674043
Cheese,2010,16.5801825029206,149.4133343062929
Cheese,2015,15.4332563765546,139.07773898258893
Cheese,2018,15.5829147951192,140.42639502547655
Eggs,1990,20.3099539235978,63.06200073369269
Eggs,1995,21.5959348248687,67.0549457125208
Eggs,2000,23.646850383569,73.42299750397407
Eggs,2005,24.0393559128048,74.64171932214066
Eggs,2010,22.6326219212146,70.2738384129329
Eggs,2015,25.1440252126926,78.07169540490627
Eggs,2018,29.8276738481647,92.61433074507444
Fruits,1990,83.5133777509307,32.57021732286297
Fruits,1995,87.8459018412302,34.25990171807978
Fruits,2000,89.848324060955,35.04084638377245
Fruits,2005,92.8572488358151,36.21432704596789
Fruits,2010,93.2317004713083,36.36036318381024
Fruits,2015,104.473248549872,40.74456693445008
Fruits,2018,102.931618452849,40.14333119661111
Fruit_juices,1990,23.532014960199,15.29580972412935
Fruit_juices,1995,23.7294236434766,15.42412536825979
Fruit_juices,2000,25.1021269955365,16.316382547098726
Fruit_juices,2005,25.6214515898118,16.65394353337767
Fruit_juices,2010,25.8318879206583,16.790727148427894
Fruit_juices,2015,23.0082093821746,14.95533609841349
Fruit_juices,2018,22.2636707751646,14.471386003856988
Milk,1990,97.3555688001546,113.4143698737401
Milk,1995,92.50230047606192,107.76055493958836
Milk,2000,115.185690987716,134.18557071613975
Milk,2005,112.310917062082,130.83660283147245
Milk,2010,111.068383880236,129.38911380128093
Milk,2015,93.3057661904093,108.69655232351732
Milk,2018,101.881131241206,118.68642383944294
Non_starchy_vegetables,1990,132.333447378798,67.50196817345108
Non_starchy_vegetables,1995,127.640417471408,65.1081005479905
Non_starchy_vegetables,2000,128.684619338667,65.64073747846065
Non_starchy_vegetables,2005,142.157428597104,72.51308275309678
Non_starchy_vegetables,2010,140.820283675234,71.83101849990011
Non_starchy_vegetables,2015,129.947836898272,66.28509212343955
Non_starchy_vegetables,2018,130.646616681844,66.6415327032418
Nuts,1990,4.65546178110964,8.62810698278393
Nuts,1995,5.06633337427877,9.389587632552072
Nuts,2000,4.88832216247531,9.059674113380366
Nuts,2005,6.21330048744014,11.515296192387437
Nuts,2010,10.3714178085358,19.22165976709365
Nuts,2015,11.0444905837177,20.469085733521524
Nuts,2018,15.2468445951436,28.257434493517486
Other_starchy_vegetables,1990,23.5736568354454,11.032471398988449
Other_starchy_vegetables,1995,26.5676528384222,12.43366152838159
Other_starchy_vegetables,2000,28.6458714630142,13.406267844690646
Other_starchy_vegetables,2005,36.2975020168825,16.987230943901007
Other_starchy_vegetables,2010,35.3622674612537,16.549541171866732
Other_starchy_vegetables,2015,31.0450886218088,14.529101475006518
Other_starchy_vegetables,2018,30.7607160783136,14.396015124650765
Potatoes,1990,41.5316372445636,6.288720511571819
Potatoes,1995,42.9384905475608,6.501746238711656
Potatoes,2000,38.1031143838025,5.769573579995374
Potatoes,2005,57.5770169215928,8.718311902267581
Potatoes,2010,63.1102764449792,9.556158059298747
Potatoes,2015,62.2524458251208,9.426265346839791
Potatoes,2018,63.4737496041235,9.61119516505638
refined_grains,1990,322.011408978682,634.2014699835142
refined_grains,1995,283.40109299919,558.1584526619047
refined_grains,2000,337.880230162128,665.4551133043111
refined_grains,2005,328.371151844222,646.7269835571954
refined_grains,2010,339.006714962418,667.6737251184823
refined_grains,2015,363.900266501742,716.7015748751809
refined_grains,2018,347.80221107638,684.9964547149303
seafoods,1990,13.5037804346169,38.4969823764189
seafoods,1995,20.8127153886709,59.33351341148466
seafoods,2000,22.6613033590898,64.60352345519398
seafoods,2005,28.1397225253091,80.22156516682693
seafoods,2010,35.6068285653408,101.5090150789305
seafoods,2015,35.6185254861554,101.5423610116964
seafoods,2018,34.2929827828186,97.76346410674276
Total_processed_meats,1990,11.2112567378644,153.59421730874226
Total_processed_meats,1995,15.2003509381817,208.2448078530893
Total_processed_meats,2000,17.2353674455437,236.1245340039487
Total_processed_meats,2005,16.3605106585649,224.13899602233911
Total_processed_meats,2010,21.1219277222176,289.37040979438115
Total_processed_meats,2015,21.0032312745255,287.74426846099936
